"","Adaptation","Advertising","Architecture","Asphalt","Automotive","Awning","Banner","Bicycle","Biome","Brick","Brickwork","Building","Car","Chair","City","Cloud","Commercial","Condominium","Display","Door","Ecoregion","Facade","Fixture","Font","Games","Gas","Grass","Home","House","Human","Infrastructure","Land","Landscape","Light","Lighting","Line","Logo","Metropolitan","Mixed-use","Mode","Motor","Multimedia","Musical","Natural","Nature","Neighbourhood","Parking","Pc","Pedestrian","Photograph","Plant","Product","Property","Public","Real","Rectangle","Residential","Retail","Road","Roof","Sash","Screenshot","Shade","Shooter","Sidewalk","Siding","Sign","Signage","Sky","Snapshot","Software","Street","Table","Technology","Tent","Terrestrial","Thoroughfare","Tints","Tire","Travel","Tree","Umbrella","Urban","Vegetation","Vehicle","Video","Wall","Wheel","White","Window","Wood","Woody","World","Yellow","Zebra","link_id","num_images","Apartment","Black","Botany","Branch","Bus","Computer","Concrete","Cottage","Electricity","Fence","Graphics","Grassland","Green","Landmark","Leaf","Machine","Material","Moon","Orange","Room","Slope","Tar","Trunk","Vertebrate","Communication","Cumulus","Daytime","Electronic","Event","Fender","Filling","Flower","Forest","Gadget","Gasoline","Hood","Lawn","Leisure","Mesh","Organism","Output","Parallel","Plain","Rear-view","Rolling","Rural","Tour","Train","Truck","Van","Gps","Groundcover","Hazard","Map","People","Personal","Shrub","Sunlight","Traffic","Atmosphere","Cabinetry","Composite","Floor","Flooring","Geological","Horizon","Interior","Mammal","Prairie","Recreation","Water","Bicycles--Equipment","Passenger","Larch","Competition","Grille","Alloy","Camera","Field","Naval","Sport","Stadium","Animation","Engineering","Art","Brand","Compact","Handwriting","Player","Tower","Symmetry","Arch","Design","Electric","Fruit","Hubcap","Poster","Sink","Suit","Town","Christmas","Hat","Meteorological","Morning","Racing","Runway","Soil","Bird","Crescent","Stairs","Stop","Bumper","Evergreen","Flat","shortstraw","Baseball","Job","Trade","Transport","Waste","Space","Outdoor","Canopy","Sports","Agriculture","Air","Aircraft","Atmospheric","Auto","Flowering","Garden","Gesture","Helmet","Highland","Ladder","Overhead","Picket","Porch","Television","Triangle","Twig","Flowerpot","Lane","signaling","Carnivore","Aerospace","Aviation","Flag","Fuel","Number","Clock","Motorcycle","Astronomical","Mountain","Operating","Guitar","Scoreboard","Race","Metal","Wire","Fashion","Houseplant","Office","Bench","Food","Laptop","Billboard","Cartoon","Motorsport","News","Pole","Screen","Audio","Locomotive","Railroad","Railway","Track","Snow","Pattern","Meadow","id","type","data","gender","poly_area"
"38",25,0,34,354,85,0,0,0,162,0,0,201,56,0,0,223,0,0,0,0,0,14,0,136,0,0,15,1,66,0,203,16,0,79,61,90,0,0,0,117,39,31,0,3,40,0,0,0,0,143,277,1,57,0,1,0,15,0,228,0,0,216,0,16,0,0,0,16,307,0,42,45,0,13,0,0,105,0,35,0,440,0,286,0,56,0,0,27,0,111,1,30,86,0,0,73,463,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"736","safePolygon","Férfi","Male",2372.35501532536
"39",281,43,775,10087,2563,0,0,0,4394,141,50,6247,3090,0,11,9567,1,0,76,389,1080,971,458,5150,262,161,2037,0,1484,0,5151,3691,233,789,1619,2766,17,0,0,3433,1544,259,0,1788,2241,324,97,187,0,1137,7452,168,2928,27,236,739,303,0,7636,51,110,7201,88,0,0,38,0,83,11468,16,1410,1439,0,665,0,308,1765,0,2577,0,7671,0,4777,342,2701,35,185,2223,30,4316,798,980,319,0,0,75,14810,0,38,0,20,55,0,196,0,42,107,531,0,275,28,30,4,210,73,55,56,159,16,6,28,0,37,0,26,0,0,2,0,0,7,0,3,2,0,0,0,7,0,85,0,0,7,0,0,46,29,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,41,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"736","fearPolygon","Férfi","Male",124986.981770568
"40",17,39,403,1264,915,0,0,26,475,40,2,1759,918,0,34,1143,0,0,1,258,0,792,144,794,10,140,7,63,506,0,556,72,0,116,198,342,0,0,0,376,358,33,0,0,34,23,10,0,18,360,275,131,795,0,141,108,41,0,539,4,0,955,4,0,0,37,0,38,1401,3,244,35,0,105,0,0,54,6,559,0,430,0,751,0,1073,7,169,482,40,1714,191,18,146,6,0,76,2303,0,10,0,0,0,0,0,0,0,9,8,0,0,0,0,58,28,0,0,27,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,9,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,22,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"737","safePolygon","Férfi","Male",23200.2725254372
"41",22,0,251,1489,138,0,0,0,970,0,0,1531,530,0,0,2301,0,0,0,7,263,26,6,297,0,0,360,0,847,0,1147,1278,30,98,100,164,0,0,0,154,187,0,0,661,740,22,0,0,0,391,2461,0,946,0,25,0,103,0,997,5,0,642,0,0,0,0,0,0,2294,0,86,190,0,0,0,196,124,0,381,0,1934,0,423,109,555,0,0,285,11,1103,9,214,0,0,0,77,2750,0,0,22,0,0,0,0,37,22,80,5,56,56,0,0,0,0,14,0,0,59,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738","fearPolygon","Férfi","Male",33147.7528094351
"42",0,0,11,244,32,9,0,0,16,0,0,200,60,0,72,189,13,8,13,0,0,65,0,94,0,0,14,0,0,0,137,13,0,12,58,31,0,0,1,121,21,70,0,0,7,11,1,0,1,51,60,11,13,0,13,0,4,0,157,0,0,164,18,0,8,0,0,12,175,0,5,24,9,0,0,9,71,0,9,0,66,9,228,0,44,12,0,9,0,124,0,14,6,0,0,78,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"739","safePolygon","Férfi","Male",1990.78851216659
"43",204,0,2001,26175,2292,0,0,58,17524,0,0,20886,3515,0,0,38236,0,0,27,68,14271,142,0,7131,0,38,6428,0,14065,0,18704,26348,1276,2823,2357,7280,40,0,0,6836,1258,249,0,12712,19496,148,0,0,0,8107,36963,762,16451,5,414,50,1225,0,22167,1,0,18415,0,2,0,10,0,0,44765,18,2004,1817,0,83,0,913,4881,0,2149,1,22539,0,8368,1406,3454,37,0,1824,66,9929,278,757,2149,0,0,8,47343,0,0,29,63,0,32,0,500,5,347,1793,250,1435,0,8,0,0,418,0,0,2055,8,20,13,0,12,0,30,0,0,0,7,0,0,0,64,4,16,0,119,73,0,1014,0,0,4,0,0,8,79,0,0,0,18,0,10,0,0,0,1,0,0,0,0,11,0,12,0,0,0,0,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,58,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,7,0,0,1,132,34,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"716","safePolygon","Nő","Female",512218.559442818
"44",0,0,138,2277,953,0,0,16,927,0,0,414,1079,0,0,860,0,0,0,29,524,40,0,848,0,30,473,0,118,0,1442,611,0,500,205,352,0,0,0,765,929,0,0,991,1136,0,0,0,0,482,2514,72,234,48,0,0,0,0,1656,40,0,1144,35,0,0,1,0,0,2325,0,43,264,5,7,0,339,607,0,888,0,3011,0,478,330,923,0,0,705,0,177,0,360,436,0,0,83,3308,0,17,0,0,0,0,0,29,0,56,12,0,0,0,0,0,0,42,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"739","fearPolygon","Férfi","Male",199872.997690517
"45",1256,630,5014,43216,13874,0,0,216,19156,774,472,30529,19175,87,560,46534,0,72,162,3146,4451,6714,1028,16312,171,978,8458,729,8843,0,28814,16919,592,3621,4156,8312,0,2,0,16743,9240,503,90,6037,15215,757,0,0,0,15425,45418,1363,16692,686,2182,926,1867,0,32348,214,0,21623,82,0,48,127,0,297,52024,0,2854,3548,0,1256,0,2028,9754,165,10380,62,43218,0,20828,2816,14962,183,747,9367,210,26525,1684,3600,1743,100,0,84,69929,0,0,51,111,14,72,0,167,0,1554,576,0,705,47,0,129,118,223,0,74,242,0,0,0,140,77,0,445,0,0,0,69,0,300,0,142,59,37,0,223,137,0,2,1,0,4,0,0,218,92,0,287,0,0,0,69,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,208,115,37,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,83,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"740","fearPolygon","Nő","Female",73573.083216548
"46",291,82,2006,18026,11319,0,0,31,8566,0,0,15181,13420,0,151,5793,1,672,35,222,993,1524,73,6112,36,110,3581,40,1172,0,9398,6910,329,3606,2691,3037,47,0,14,4889,7040,372,0,2333,4511,464,2,0,21,5460,20616,604,6228,518,724,356,946,0,9819,99,0,10919,50,81,59,16,0,0,18861,0,1901,1313,0,432,15,264,1910,24,10215,0,20175,6,14266,359,13220,38,29,9231,77,8230,605,2451,1887,43,0,86,30075,24,197,13,171,16,12,0,0,0,172,438,27,330,44,40,3,9,713,0,26,172,1,0,33,18,0,30,38,0,0,0,0,0,69,0,127,21,46,0,26,76,0,27,0,6,0,0,0,0,8,0,10,0,1,0,6,0,0,0,0,8,102,6,219,0,5,58,1,0,26,25,0,0,0,0,29,0,2,0,0,0,0,0,0,0,32,15,15,12,72,0,0,2,0,0,0,0,0,0,0,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"740","safePolygon","Nő","Female",359726.104353055
"47",57,2,228,2551,1801,0,0,22,1363,29,0,3126,2354,0,0,2216,0,48,32,99,82,367,30,757,6,19,767,28,163,0,1456,1204,28,203,192,269,16,0,0,763,1294,30,0,414,558,98,13,0,0,1040,4065,49,1132,100,162,83,228,0,1678,19,0,1593,6,32,13,10,0,31,2626,0,228,91,0,93,0,52,315,40,1857,0,3474,0,2165,56,2550,17,119,1606,0,2004,232,467,145,7,0,88,5142,0,0,13,12,0,21,0,0,0,8,16,0,69,0,5,17,21,0,0,17,0,0,0,0,1,0,0,22,2,0,0,0,0,0,0,0,6,6,0,3,4,7,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"740","fearPolygon","Nő","Female",128337.408125639
"48",475,38,2914,21679,5546,0,0,142,10749,0,0,19376,9896,0,94,29772,0,24,1,277,2533,530,95,3773,5,33,4869,27,10333,0,16384,17110,391,734,2113,2523,0,0,0,4145,6521,19,0,6467,8110,609,12,0,0,4406,33437,102,11758,75,340,87,1580,0,15325,42,0,7817,72,11,18,16,0,35,31183,12,864,3375,0,162,0,3028,3649,0,5254,0,27420,0,7715,1798,9652,0,0,4299,102,14494,313,1968,559,8,0,9,38618,0,12,130,0,33,2,0,426,193,2246,174,97,731,0,12,0,0,200,0,0,1337,0,13,49,0,0,0,0,0,0,0,76,196,6,0,16,22,7,0,123,36,2,16,0,0,41,0,0,0,65,0,27,0,251,5,50,79,0,10,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,19,25,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"716","safePolygon","Nő","Female",361608.157100499
"49",1269,83,4975,31864,9771,0,0,135,19239,0,0,26518,15979,0,44,28049,0,245,138,2483,2530,5435,651,10240,50,750,6092,40,10274,0,20952,14788,391,3143,3941,4743,0,0,0,8053,8031,114,0,3498,8954,1120,0,0,0,13544,40819,755,17155,449,2320,599,1889,0,23684,170,0,15343,122,123,17,111,0,175,36183,1,2151,2212,0,258,0,2052,5367,34,8015,21,37621,0,18767,2447,12632,240,598,7697,277,24414,1826,3081,1856,327,0,91,54753,0,0,45,104,118,107,0,276,76,467,1214,0,1205,0,7,0,0,502,0,65,1492,0,0,0,154,0,0,148,0,77,27,284,0,278,30,160,48,0,0,176,126,0,0,0,0,0,0,0,0,0,0,141,0,0,0,69,56,0,44,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"741","fearPolygon","Nő","Female",62123.9198250957
"50",30,44,378,6800,2612,22,0,12,2262,0,0,5692,3334,45,666,6603,27,7,56,194,55,1240,42,1383,59,105,933,0,848,30,5005,1554,102,234,847,941,2,37,48,2977,2062,167,0,208,987,235,40,22,162,2250,6624,31,1440,634,272,21,217,0,5043,0,0,3487,269,12,135,0,0,69,6376,0,566,1563,22,83,118,105,2126,0,2060,33,5777,127,5944,97,3054,123,0,1948,5,4288,36,532,139,2,47,95,10573,0,0,0,0,0,0,0,0,0,0,18,0,108,111,0,24,0,36,0,17,1,0,0,0,0,0,0,78,79,0,0,4,0,15,0,6,0,169,0,0,36,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,19,0,14,0,0,21,0,5,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"741","safePolygon","Nő","Female",20638.3019441068
"51",134,0,1489,11097,1664,0,0,0,5237,0,0,11205,3875,0,27,15792,0,54,0,182,1052,186,75,1198,0,1,2186,0,6259,0,8722,9178,94,538,1433,1681,0,0,0,2517,2486,1,0,2166,4501,380,0,0,0,2246,16126,68,7246,71,338,0,1376,0,8221,0,0,3210,39,12,20,32,0,18,16895,0,145,1976,0,16,0,731,2114,0,2034,0,12493,0,3182,751,3834,0,0,1768,23,9016,112,950,311,0,0,99,19368,0,0,29,0,0,0,0,290,114,741,93,49,244,0,17,0,0,2,0,0,757,0,12,25,18,0,0,0,0,0,0,35,0,18,0,25,20,0,0,75,21,0,1,0,0,32,0,0,0,0,0,18,0,0,0,4,38,0,3,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"742","safePolygon","Férfi","Male",254768.262004256
"52",0,143,131,1477,1318,0,NA,0,105,100,54,2436,1518,34,138,1161,0,8,0,458,0,731,238,803,33,165,29,113,333,0,856,329,0,15,160,234,0,0,0,744,643,42,34,22,9,26,0,2,7,210,169,92,467,61,40,127,0,22,1192,8,0,984,0,2,5,0,0,89,1417,36,132,153,0,109,0,0,200,20,1186,0,200,0,831,0,1508,49,53,833,8,2024,89,0,19,0,6,0,2751,0,0,0,0,0,0,12,0,0,0,1,0,3,0,0,138,34,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,134,53,1,0,22,0,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,3,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"714","fearPolygon","Férfi","Male",15133.2243910134
"53",0,0,5,911,117,0,NA,0,207,0,0,236,171,0,0,987,0,0,0,0,0,11,0,161,0,0,107,0,17,0,726,91,24,16,76,170,0,0,0,550,454,0,0,1,252,0,0,0,4,106,535,21,100,0,21,0,0,0,749,1,0,395,20,0,0,0,0,14,1002,0,43,150,0,11,0,14,253,0,154,0,924,0,515,14,242,0,0,162,0,188,0,103,30,4,15,100,1129,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,NA,0,0,0,0,0,0,0,4,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"742","fearPolygon","Férfi","Male",13448.1141373217
"54",202,0,185,4476,615,0,NA,0,4873,0,0,2132,400,0,0,2497,0,0,0,13,1170,14,0,2838,0,1,889,0,1188,0,1993,1639,252,545,1291,597,0,0,0,1077,237,0,0,4533,3414,78,0,0,0,466,6645,50,1049,54,20,0,234,0,3256,0,0,3039,24,0,40,0,0,0,5121,0,329,380,0,0,0,754,1230,0,199,0,7331,0,2331,968,403,0,0,165,0,1416,7,1347,450,215,0,11,7645,0,0,36,269,0,0,0,6,0,264,420,0,166,0,228,0,0,119,0,0,0,0,0,33,74,0,0,5,0,0,0,0,0,14,0,0,28,0,NA,36,66,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"717","fearPolygon","Férfi","Male",52447.4374002125
"55",0,0,39,96,57,0,NA,0,0,30,0,174,21,0,0,98,0,0,0,19,0,79,10,101,10,17,0,6,14,0,70,0,0,0,0,79,0,0,0,49,19,0,0,0,0,0,0,0,0,0,0,19,40,0,0,29,0,0,85,0,0,83,0,0,0,9,0,9,98,0,0,0,0,0,0,0,16,6,21,0,0,0,92,0,16,0,19,15,0,175,23,0,0,7,0,12,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719","safePolygon","Férfi","Male",3763.57038445026
"56",97,0,145,2868,426,0,NA,0,3441,0,0,1359,243,0,0,1459,0,0,0,16,752,46,0,1834,0,0,514,0,807,0,1454,1086,131,337,784,245,0,0,0,608,182,0,0,3196,2437,60,0,0,0,369,4644,49,724,22,10,0,165,0,2106,0,0,2168,0,0,19,0,0,0,3027,0,151,219,0,0,0,495,877,0,89,0,4890,0,1551,666,244,0,0,79,0,888,10,888,425,135,0,13,5060,0,0,51,157,0,0,0,0,0,219,218,0,75,0,151,0,0,119,0,0,0,0,0,40,56,0,0,0,0,0,0,0,0,26,0,0,0,0,NA,27,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"719","fearPolygon","Férfi","Male",52356.6718111038
"57",23,0,27,319,236,0,NA,0,284,0,0,336,273,0,0,125,0,2,0,1,25,19,0,134,0,0,96,0,26,0,128,162,9,70,69,49,0,0,0,107,297,0,0,225,206,51,0,0,0,74,647,3,149,0,4,0,81,0,209,0,0,261,0,6,0,0,0,0,412,0,53,23,0,6,0,34,3,0,137,0,573,0,168,4,337,0,0,82,0,243,12,111,24,0,0,2,702,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,12,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"715","fearPolygon","Férfi","Male",7608.50862876512
